loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
828,5.0, Not Graduate, Yes,800000.0,2500000.0,4.0,780.0,500000.0,900000.0,1700000.0,400000.0, Approved
829,4.0, Not Graduate, No,6300000.0,21900000.0,10.0,538.0,9600000.0,5400000.0,19300000.0,7800000.0, Rejected
830,2.0, Graduate, No,8800000.0,17700000.0,14.0,706.0,22900000.0,4300000.0,30300000.0,9200000.0, Approved
831,0.0, Graduate, No,7300000.0,14500000.0,16.0,811.0,1000000.0,12400000.0,16100000.0,9600000.0, Approved
832,2.0, Graduate, Yes,3800000.0,9100000.0,14.0,849.0,6300000.0,2400000.0,9500000.0,2500000.0, Approved
833,3.0, Graduate, No,6200000.0,16700000.0,10.0,880.0,15800000.0,8200000.0,20100000.0,9100000.0, Approved
834,5.0, Not Graduate, Yes,3500000.0,9500000.0,4.0,664.0,9500000.0,500000.0,7800000.0,5200000.0, Approved
835,5.0, Graduate, Yes,1400000.0,5000000.0,2.0,465.0,0.0,2600000.0,5300000.0,1500000.0, Approved
836,3.0, Not Graduate, Yes,3500000.0,12000000.0,2.0,786.0,600000.0,6400000.0,10700000.0,1700000.0, Approved
837,1.0, Graduate, Yes,600000.0,2000000.0,10.0,326.0,400000.0,1000000.0,2400000.0,700000.0, Rejected
838,0.0, Not Graduate, No,4100000.0,10800000.0,16.0,399.0,5900000.0,7600000.0,12700000.0,5300000.0, Rejected
839,2.0, Not Graduate, Yes,5400000.0,11500000.0,6.0,841.0,6800000.0,100000.0,11100000.0,6600000.0, Approved
840,2.0, Not Graduate, Yes,2000000.0,6700000.0,14.0,638.0,4900000.0,200000.0,4900000.0,2300000.0, Approved
841,4.0, Graduate, Yes,3500000.0,8900000.0,4.0,478.0,4000000.0,3900000.0,11300000.0,3800000.0, Rejected
842,0.0, Graduate, Yes,8300000.0,30000000.0,4.0,600.0,14600000.0,12500000.0,24800000.0,12000000.0, Approved
843,0.0, Graduate, Yes,6700000.0,15600000.0,16.0,768.0,300000.0,1800000.0,26000000.0,3800000.0, Approved
844,0.0, Not Graduate, No,1900000.0,6500000.0,10.0,523.0,2400000.0,1100000.0,6200000.0,1100000.0, Rejected
845,2.0, Graduate, Yes,6500000.0,20900000.0,14.0,327.0,8200000.0,100000.0,22800000.0,4700000.0, Rejected
846,1.0, Graduate, Yes,600000.0,1800000.0,8.0,799.0,1000000.0,700000.0,2200000.0,800000.0, Approved
847,5.0, Graduate, No,7000000.0,23000000.0,18.0,803.0,18700000.0,6300000.0,27800000.0,4100000.0, Approved
848,2.0, Graduate, No,7700000.0,15400000.0,18.0,524.0,12900000.0,5100000.0,21000000.0,6600000.0, Rejected
849,1.0, Graduate, No,2600000.0,6600000.0,6.0,506.0,2300000.0,1900000.0,9600000.0,2100000.0, Rejected
850,1.0, Graduate, No,9200000.0,18800000.0,2.0,351.0,22400000.0,2200000.0,31500000.0,13000000.0, Rejected
851,2.0, Graduate, Yes,1800000.0,4200000.0,8.0,648.0,1200000.0,3100000.0,6200000.0,1600000.0, Approved
852,1.0, Not Graduate, No,4900000.0,18500000.0,4.0,612.0,6100000.0,5900000.0,16400000.0,2900000.0, Approved
853,1.0, Graduate, No,5700000.0,12400000.0,14.0,396.0,5400000.0,7500000.0,17600000.0,5600000.0, Rejected
854,3.0, Not Graduate, No,300000.0,800000.0,2.0,458.0,500000.0,0.0,1100000.0,200000.0, Rejected
855,3.0, Graduate, Yes,1700000.0,3400000.0,6.0,488.0,100000.0,500000.0,4500000.0,1600000.0, Rejected
856,4.0, Graduate, No,7000000.0,18900000.0,6.0,475.0,1300000.0,6100000.0,14700000.0,5200000.0, Rejected
857,1.0, Not Graduate, No,2200000.0,7000000.0,18.0,417.0,2000000.0,3900000.0,6500000.0,1900000.0, Rejected
858,2.0, Not Graduate, No,6800000.0,18700000.0,8.0,781.0,17600000.0,900000.0,23700000.0,5400000.0, Approved
859,1.0, Not Graduate, Yes,2400000.0,6200000.0,12.0,337.0,3400000.0,2100000.0,9400000.0,2300000.0, Rejected
860,0.0, Not Graduate, Yes,600000.0,1800000.0,12.0,511.0,300000.0,200000.0,2200000.0,400000.0, Rejected
861,4.0, Graduate, No,6200000.0,17300000.0,6.0,837.0,12600000.0,3700000.0,24700000.0,4600000.0, Approved
862,1.0, Not Graduate, No,7600000.0,24600000.0,12.0,810.0,1300000.0,10500000.0,30300000.0,5200000.0, Approved
863,2.0, Not Graduate, No,4800000.0,10600000.0,8.0,588.0,3700000.0,5200000.0,15000000.0,4500000.0, Approved
864,5.0, Graduate, No,4200000.0,9200000.0,12.0,870.0,3200000.0,2400000.0,12300000.0,5700000.0, Approved
865,0.0, Not Graduate, Yes,7200000.0,20700000.0,10.0,733.0,15600000.0,12000000.0,19200000.0,9900000.0, Approved
866,5.0, Not Graduate, Yes,6400000.0,20300000.0,16.0,348.0,10000000.0,10900000.0,20400000.0,6900000.0, Rejected
867,0.0, Not Graduate, Yes,8900000.0,23000000.0,12.0,741.0,5600000.0,11200000.0,27100000.0,7100000.0, Approved
868,3.0, Not Graduate, No,5100000.0,14500000.0,12.0,306.0,700000.0,8800000.0,11600000.0,2900000.0, Rejected
869,2.0, Graduate, Yes,6300000.0,19500000.0,18.0,428.0,15900000.0,7200000.0,19900000.0,6500000.0, Rejected
870,3.0, Graduate, No,6600000.0,22100000.0,4.0,455.0,3800000.0,3000000.0,25100000.0,7400000.0, Approved
871,1.0, Not Graduate, Yes,4800000.0,14700000.0,2.0,356.0,7100000.0,8800000.0,13400000.0,5500000.0, Approved
872,0.0, Graduate, No,200000.0,400000.0,4.0,594.0,500000.0,0.0,400000.0,100000.0, Approved
873,0.0, Not Graduate, Yes,7500000.0,25800000.0,18.0,844.0,9100000.0,600000.0,18600000.0,6500000.0, Approved
874,4.0, Graduate, No,9000000.0,34700000.0,4.0,771.0,4800000.0,9500000.0,34100000.0,7700000.0, Approved
875,2.0, Graduate, No,5400000.0,12500000.0,4.0,622.0,14400000.0,2900000.0,11800000.0,5400000.0, Approved
876,1.0, Not Graduate, Yes,1700000.0,4500000.0,20.0,480.0,200000.0,600000.0,5400000.0,1900000.0, Rejected
877,4.0, Graduate, No,4300000.0,11500000.0,20.0,337.0,11100000.0,6000000.0,17000000.0,5200000.0, Rejected
878,1.0, Graduate, No,5200000.0,11200000.0,6.0,698.0,14100000.0,7600000.0,18800000.0,2700000.0, Approved
879,4.0, Not Graduate, No,4400000.0,17000000.0,18.0,302.0,1000000.0,2100000.0,14000000.0,5700000.0, Rejected
880,1.0, Not Graduate, Yes,3900000.0,7800000.0,14.0,349.0,11200000.0,500000.0,11800000.0,3600000.0, Rejected
881,0.0, Graduate, No,1100000.0,3300000.0,10.0,482.0,2800000.0,300000.0,2900000.0,1600000.0, Rejected
882,2.0, Graduate, No,2500000.0,8200000.0,10.0,429.0,1500000.0,4100000.0,5900000.0,2200000.0, Rejected
883,4.0, Graduate, No,500000.0,1300000.0,8.0,471.0,500000.0,300000.0,1500000.0,700000.0, Rejected
884,0.0, Graduate, Yes,9000000.0,32400000.0,10.0,895.0,16800000.0,5800000.0,20700000.0,9500000.0, Approved
885,1.0, Not Graduate, Yes,5100000.0,20300000.0,18.0,757.0,11800000.0,3400000.0,13400000.0,3200000.0, Approved
886,2.0, Graduate, No,5200000.0,13500000.0,2.0,777.0,7000000.0,5200000.0,15500000.0,6100000.0, Approved
887,5.0, Not Graduate, Yes,4400000.0,8900000.0,4.0,761.0,8100000.0,1000000.0,14200000.0,3000000.0, Approved
888,1.0, Graduate, No,1900000.0,4200000.0,12.0,821.0,5200000.0,1500000.0,5000000.0,2700000.0, Approved
889,4.0, Not Graduate, Yes,9200000.0,26500000.0,6.0,662.0,1000000.0,400000.0,26900000.0,5300000.0, Approved
890,2.0, Not Graduate, Yes,4800000.0,16500000.0,10.0,350.0,2000000.0,6500000.0,11400000.0,2900000.0, Rejected
891,4.0, Not Graduate, No,4900000.0,10700000.0,20.0,321.0,1200000.0,400000.0,11100000.0,6500000.0, Rejected
892,3.0, Graduate, Yes,4800000.0,10100000.0,4.0,368.0,9100000.0,5100000.0,16500000.0,3500000.0, Rejected
893,4.0, Graduate, No,9300000.0,24900000.0,14.0,455.0,27600000.0,4700000.0,35100000.0,13900000.0, Rejected
894,5.0, Not Graduate, Yes,7500000.0,24600000.0,8.0,744.0,1600000.0,3600000.0,16700000.0,9300000.0, Approved
895,1.0, Graduate, No,5900000.0,16800000.0,4.0,806.0,11200000.0,9700000.0,22800000.0,7100000.0, Approved
896,0.0, Graduate, No,9400000.0,27900000.0,6.0,456.0,21400000.0,18500000.0,35600000.0,7800000.0, Rejected
897,5.0, Graduate, No,5300000.0,13400000.0,8.0,719.0,1600000.0,200000.0,11400000.0,5300000.0, Approved
898,4.0, Graduate, No,3700000.0,9000000.0,18.0,668.0,7800000.0,1600000.0,13400000.0,3100000.0, Approved
899,0.0, Graduate, Yes,2500000.0,5800000.0,18.0,494.0,5100000.0,4400000.0,8500000.0,2300000.0, Rejected
900,4.0, Not Graduate, No,2800000.0,10800000.0,2.0,841.0,700000.0,2600000.0,7100000.0,4100000.0, Approved
901,0.0, Graduate, Yes,5400000.0,21400000.0,8.0,721.0,8200000.0,6400000.0,16700000.0,7400000.0, Approved
902,5.0, Graduate, No,3100000.0,9400000.0,10.0,414.0,200000.0,5300000.0,8000000.0,2800000.0, Rejected
903,5.0, Not Graduate, No,4800000.0,15500000.0,10.0,812.0,9500000.0,1500000.0,17800000.0,3500000.0, Approved
904,1.0, Not Graduate, No,8800000.0,17500000.0,20.0,832.0,1800000.0,3600000.0,24000000.0,7400000.0, Approved
905,2.0, Graduate, No,4100000.0,14900000.0,12.0,571.0,-100000.0,5200000.0,13000000.0,3400000.0, Approved
906,5.0, Not Graduate, No,9700000.0,37000000.0,14.0,459.0,28700000.0,17900000.0,22800000.0,5600000.0, Rejected
907,2.0, Graduate, Yes,6400000.0,24100000.0,6.0,592.0,2500000.0,6300000.0,20200000.0,6000000.0, Approved
908,5.0, Graduate, No,3400000.0,13100000.0,20.0,527.0,900000.0,4500000.0,8600000.0,4000000.0, Rejected
909,4.0, Not Graduate, No,3500000.0,10200000.0,12.0,333.0,7600000.0,6400000.0,8100000.0,3400000.0, Rejected
910,3.0, Not Graduate, No,3200000.0,10000000.0,18.0,532.0,3300000.0,100000.0,9800000.0,2100000.0, Rejected
911,2.0, Graduate, Yes,4900000.0,13100000.0,18.0,754.0,8200000.0,3300000.0,16500000.0,7200000.0, Approved
912,0.0, Graduate, Yes,1300000.0,4800000.0,4.0,835.0,500000.0,100000.0,3300000.0,800000.0, Rejected
913,4.0, Graduate, No,2500000.0,5400000.0,10.0,592.0,3400000.0,1500000.0,9900000.0,2900000.0, Approved
914,0.0, Graduate, No,7500000.0,27300000.0,20.0,553.0,11600000.0,2800000.0,26200000.0,6100000.0, Approved
915,2.0, Graduate, No,700000.0,2000000.0,8.0,806.0,1900000.0,1100000.0,2200000.0,400000.0, Approved
916,4.0, Graduate, Yes,8200000.0,28500000.0,2.0,378.0,6800000.0,11200000.0,26400000.0,11500000.0, Approved
917,1.0, Not Graduate, No,6900000.0,26200000.0,4.0,534.0,14500000.0,11900000.0,14900000.0,9400000.0, Approved
918,1.0, Not Graduate, Yes,1500000.0,5900000.0,16.0,400.0,4200000.0,2400000.0,4800000.0,1500000.0, Rejected
919,3.0, Graduate, No,6300000.0,18300000.0,18.0,543.0,1800000.0,9400000.0,17700000.0,3500000.0, Rejected
920,0.0, Not Graduate, Yes,8800000.0,25600000.0,10.0,715.0,25300000.0,2500000.0,34900000.0,8600000.0, Approved
921,4.0, Graduate, Yes,8900000.0,20700000.0,6.0,684.0,1100000.0,9200000.0,20400000.0,6700000.0, Approved
922,3.0, Not Graduate, Yes,2100000.0,6100000.0,8.0,346.0,5500000.0,600000.0,4500000.0,2900000.0, Rejected
923,1.0, Graduate, Yes,9200000.0,29200000.0,6.0,669.0,9900000.0,12900000.0,23400000.0,11700000.0, Approved
924,2.0, Not Graduate, No,3600000.0,8000000.0,12.0,566.0,10500000.0,3000000.0,8900000.0,2700000.0, Approved
925,0.0, Not Graduate, Yes,8600000.0,23600000.0,2.0,361.0,25800000.0,5300000.0,24700000.0,7500000.0, Rejected
926,5.0, Graduate, No,3000000.0,8000000.0,6.0,333.0,3200000.0,400000.0,8200000.0,2200000.0, Rejected
927,3.0, Not Graduate, Yes,5200000.0,16300000.0,8.0,335.0,9500000.0,7000000.0,13600000.0,7300000.0, Rejected
928,3.0, Graduate, Yes,7200000.0,20400000.0,10.0,558.0,0.0,13200000.0,27200000.0,10600000.0, Approved
929,1.0, Not Graduate, Yes,4000000.0,15600000.0,12.0,436.0,10400000.0,2800000.0,14800000.0,3200000.0, Rejected
930,1.0, Not Graduate, No,2400000.0,5200000.0,2.0,371.0,6100000.0,3100000.0,8500000.0,1400000.0, Rejected
931,2.0, Not Graduate, Yes,5500000.0,18400000.0,10.0,515.0,6800000.0,4400000.0,18500000.0,4100000.0, Rejected
932,0.0, Not Graduate, Yes,9000000.0,24300000.0,10.0,599.0,12900000.0,3400000.0,26900000.0,6400000.0, Approved
933,0.0, Not Graduate, Yes,7900000.0,24000000.0,20.0,728.0,18600000.0,15600000.0,21800000.0,7400000.0, Approved
934,2.0, Not Graduate, Yes,6200000.0,21600000.0,20.0,679.0,18600000.0,2500000.0,24500000.0,9100000.0, Approved
935,3.0, Graduate, Yes,7900000.0,29200000.0,4.0,399.0,23200000.0,5500000.0,30200000.0,6900000.0, Approved
936,3.0, Not Graduate, No,1200000.0,4500000.0,6.0,819.0,1400000.0,1100000.0,4400000.0,900000.0, Approved
937,1.0, Graduate, No,4700000.0,11700000.0,6.0,308.0,11800000.0,1100000.0,15100000.0,3700000.0, Rejected
938,5.0, Graduate, Yes,5900000.0,15600000.0,2.0,730.0,12600000.0,4700000.0,15900000.0,5900000.0, Approved
939,4.0, Not Graduate, Yes,1400000.0,5100000.0,14.0,312.0,4000000.0,1000000.0,3200000.0,1400000.0, Rejected
940,3.0, Not Graduate, Yes,4700000.0,12800000.0,16.0,740.0,2200000.0,8600000.0,11700000.0,6100000.0, Approved
941,5.0, Graduate, Yes,7600000.0,20000000.0,10.0,522.0,21500000.0,1400000.0,20400000.0,4300000.0, Rejected
942,4.0, Graduate, No,7200000.0,16900000.0,4.0,702.0,15900000.0,7100000.0,22000000.0,9600000.0, Approved
943,4.0, Not Graduate, Yes,1400000.0,4300000.0,16.0,447.0,3600000.0,1200000.0,5300000.0,1000000.0, Rejected
944,5.0, Graduate, No,1400000.0,2900000.0,4.0,829.0,800000.0,600000.0,5400000.0,1600000.0, Approved
945,2.0, Graduate, No,7900000.0,18500000.0,18.0,727.0,20200000.0,12400000.0,19600000.0,7100000.0, Approved
946,5.0, Not Graduate, Yes,7600000.0,18700000.0,14.0,509.0,8500000.0,8500000.0,22200000.0,3700000.0, Rejected
947,3.0, Graduate, Yes,9600000.0,34200000.0,2.0,745.0,2500000.0,2000000.0,33000000.0,6700000.0, Approved
948,1.0, Not Graduate, No,2300000.0,6600000.0,18.0,513.0,4600000.0,900000.0,9000000.0,1600000.0, Rejected
949,2.0, Not Graduate, No,8100000.0,18500000.0,6.0,372.0,19100000.0,10200000.0,31000000.0,7900000.0, Rejected
950,2.0, Graduate, Yes,300000.0,700000.0,4.0,411.0,600000.0,0.0,1200000.0,100000.0, Rejected
951,4.0, Graduate, No,4700000.0,10800000.0,20.0,495.0,11300000.0,6800000.0,17000000.0,4500000.0, Rejected
952,5.0, Not Graduate, No,1100000.0,2500000.0,4.0,827.0,2400000.0,1000000.0,4100000.0,600000.0, Approved
953,4.0, Not Graduate, No,8600000.0,25100000.0,6.0,820.0,14400000.0,5000000.0,26000000.0,8300000.0, Approved
954,5.0, Graduate, Yes,8700000.0,28100000.0,10.0,660.0,25500000.0,800000.0,25900000.0,10100000.0, Approved
955,0.0, Not Graduate, No,2200000.0,8600000.0,4.0,563.0,900000.0,1000000.0,4400000.0,2800000.0, Approved
956,1.0, Not Graduate, Yes,500000.0,1400000.0,10.0,883.0,900000.0,0.0,1700000.0,300000.0, Approved
957,0.0, Not Graduate, Yes,9100000.0,22000000.0,12.0,387.0,25300000.0,15600000.0,31700000.0,7000000.0, Rejected
958,1.0, Graduate, No,2200000.0,8700000.0,12.0,613.0,500000.0,1800000.0,5700000.0,2400000.0, Approved
959,0.0, Not Graduate, Yes,2200000.0,8000000.0,14.0,335.0,2800000.0,3700000.0,6900000.0,2900000.0, Rejected
960,1.0, Graduate, Yes,9600000.0,34500000.0,2.0,795.0,9500000.0,900000.0,32000000.0,9300000.0, Approved
961,1.0, Graduate, Yes,6500000.0,13900000.0,8.0,369.0,9600000.0,300000.0,17200000.0,8300000.0, Rejected
962,4.0, Graduate, Yes,2400000.0,7400000.0,18.0,888.0,2700000.0,1600000.0,7600000.0,3200000.0, Approved
963,4.0, Not Graduate, No,5500000.0,12300000.0,6.0,742.0,12900000.0,2700000.0,19800000.0,4300000.0, Approved
964,0.0, Graduate, No,5000000.0,14400000.0,4.0,874.0,3000000.0,9300000.0,14100000.0,3900000.0, Approved
965,1.0, Graduate, No,2700000.0,8100000.0,16.0,691.0,2000000.0,3600000.0,8100000.0,2100000.0, Approved
966,3.0, Not Graduate, Yes,8500000.0,30300000.0,12.0,762.0,12700000.0,3700000.0,20000000.0,4200000.0, Approved
967,1.0, Graduate, No,4400000.0,10700000.0,18.0,324.0,2200000.0,3300000.0,12700000.0,5400000.0, Rejected
968,4.0, Not Graduate, No,500000.0,1800000.0,20.0,777.0,900000.0,300000.0,1300000.0,200000.0, Approved
969,0.0, Graduate, No,8300000.0,21400000.0,2.0,662.0,6100000.0,12300000.0,24500000.0,10200000.0, Approved
970,2.0, Not Graduate, Yes,6000000.0,13000000.0,12.0,462.0,2100000.0,2500000.0,14600000.0,5600000.0, Rejected
971,3.0, Not Graduate, Yes,4000000.0,10400000.0,14.0,609.0,2100000.0,6900000.0,11700000.0,4600000.0, Approved
972,5.0, Graduate, Yes,4400000.0,11700000.0,20.0,590.0,900000.0,2700000.0,15500000.0,2300000.0, Approved
973,3.0, Graduate, Yes,4400000.0,15800000.0,18.0,779.0,7200000.0,5400000.0,14900000.0,3600000.0, Approved
974,2.0, Graduate, Yes,1900000.0,5000000.0,14.0,641.0,1000000.0,900000.0,5500000.0,2400000.0, Approved
975,0.0, Graduate, Yes,5000000.0,18400000.0,12.0,752.0,14600000.0,4000000.0,10500000.0,6500000.0, Approved
976,0.0, Graduate, No,8000000.0,23700000.0,10.0,305.0,22200000.0,11600000.0,17200000.0,12000000.0, Rejected
977,4.0, Not Graduate, No,8200000.0,20700000.0,10.0,546.0,10800000.0,7000000.0,25000000.0,10600000.0, Rejected
978,2.0, Graduate, No,7000000.0,24200000.0,8.0,833.0,13700000.0,4100000.0,26100000.0,9100000.0, Approved
979,2.0, Not Graduate, No,2400000.0,8800000.0,18.0,421.0,3200000.0,1500000.0,6700000.0,1400000.0, Rejected
980,5.0, Graduate, No,6600000.0,18800000.0,4.0,639.0,3200000.0,1100000.0,25100000.0,4300000.0, Approved
981,3.0, Graduate, No,3200000.0,6900000.0,20.0,735.0,1500000.0,3700000.0,9200000.0,3100000.0, Approved
982,0.0, Not Graduate, Yes,2600000.0,5400000.0,2.0,377.0,100000.0,4900000.0,6100000.0,2700000.0, Rejected
983,3.0, Not Graduate, No,6900000.0,15600000.0,20.0,310.0,4500000.0,3600000.0,20400000.0,4800000.0, Rejected
984,4.0, Graduate, No,4800000.0,14000000.0,2.0,695.0,11300000.0,1700000.0,15400000.0,4600000.0, Approved
985,1.0, Not Graduate, Yes,300000.0,1200000.0,4.0,355.0,700000.0,300000.0,800000.0,200000.0, Approved
986,1.0, Not Graduate, Yes,4300000.0,14100000.0,12.0,525.0,2100000.0,1100000.0,14100000.0,5500000.0, Rejected
987,5.0, Not Graduate, No,700000.0,2400000.0,20.0,330.0,1300000.0,700000.0,2500000.0,500000.0, Rejected
988,5.0, Graduate, No,9400000.0,25800000.0,14.0,625.0,28200000.0,15400000.0,30800000.0,11100000.0, Approved
989,3.0, Not Graduate, Yes,800000.0,2900000.0,10.0,644.0,600000.0,500000.0,2900000.0,400000.0, Approved
990,5.0, Not Graduate, No,4400000.0,14900000.0,4.0,865.0,8200000.0,6200000.0,14900000.0,3500000.0, Approved
991,1.0, Graduate, Yes,4700000.0,14800000.0,6.0,661.0,8500000.0,6000000.0,13600000.0,6400000.0, Approved
992,2.0, Not Graduate, No,2300000.0,5000000.0,8.0,884.0,1400000.0,1700000.0,6100000.0,1500000.0, Approved
993,5.0, Graduate, Yes,8500000.0,26700000.0,10.0,803.0,500000.0,16600000.0,24400000.0,9600000.0, Approved
994,2.0, Graduate, No,7600000.0,28300000.0,12.0,800.0,19700000.0,14800000.0,15600000.0,7800000.0, Approved
995,2.0, Graduate, No,3200000.0,12600000.0,18.0,796.0,6200000.0,3500000.0,9600000.0,2000000.0, Approved
996,4.0, Not Graduate, No,2400000.0,5000000.0,4.0,716.0,1500000.0,2800000.0,6900000.0,1400000.0, Approved
997,0.0, Graduate, Yes,500000.0,1100000.0,18.0,479.0,1500000.0,500000.0,1800000.0,600000.0, Rejected
998,3.0, Not Graduate, Yes,8500000.0,28300000.0,2.0,810.0,25200000.0,4300000.0,18500000.0,10700000.0, Approved
999,0.0, Graduate, Yes,8900000.0,20900000.0,18.0,568.0,18800000.0,700000.0,32700000.0,5300000.0, Approved
1000,0.0, Graduate, No,2800000.0,5600000.0,8.0,842.0,0.0,1300000.0,6100000.0,1900000.0, Approved
1001,3.0, Not Graduate, Yes,2900000.0,7000000.0,4.0,806.0,5700000.0,5600000.0,5900000.0,3000000.0, Approved
1002,1.0, Graduate, Yes,4900000.0,17700000.0,8.0,722.0,9200000.0,7300000.0,16400000.0,3000000.0, Approved
1003,5.0, Not Graduate, No,9600000.0,20700000.0,14.0,442.0,25800000.0,9800000.0,31800000.0,8200000.0, Rejected
1004,3.0, Graduate, Yes,3300000.0,9800000.0,6.0,360.0,4500000.0,600000.0,11000000.0,4400000.0, Rejected
1005,3.0, Not Graduate, No,2800000.0,5900000.0,4.0,461.0,1600000.0,400000.0,8900000.0,2800000.0, Rejected
1006,2.0, Graduate, No,7800000.0,22200000.0,10.0,735.0,9700000.0,4600000.0,23000000.0,6900000.0, Approved
1007,4.0, Graduate, Yes,2500000.0,8400000.0,12.0,761.0,6300000.0,1300000.0,8400000.0,1600000.0, Approved
1008,0.0, Graduate, No,4400000.0,10600000.0,20.0,653.0,6800000.0,4600000.0,16800000.0,5400000.0, Approved
1009,0.0, Not Graduate, No,7900000.0,30800000.0,4.0,726.0,5000000.0,14600000.0,23800000.0,5500000.0, Approved
1010,1.0, Graduate, No,8900000.0,22600000.0,18.0,617.0,8400000.0,15500000.0,27900000.0,11700000.0, Approved
1011,0.0, Graduate, No,5600000.0,13400000.0,2.0,460.0,3400000.0,4100000.0,14800000.0,4100000.0, Rejected
1012,1.0, Not Graduate, No,1400000.0,3300000.0,8.0,306.0,3200000.0,800000.0,2700000.0,800000.0, Rejected
1013,5.0, Graduate, Yes,500000.0,1400000.0,4.0,471.0,500000.0,100000.0,1300000.0,300000.0, Rejected
1014,1.0, Graduate, Yes,5100000.0,15300000.0,4.0,628.0,6900000.0,3300000.0,17600000.0,2700000.0, Approved
1015,3.0, Graduate, No,9800000.0,25600000.0,10.0,404.0,24400000.0,6700000.0,37000000.0,11500000.0, Rejected
1016,2.0, Graduate, Yes,8600000.0,21600000.0,16.0,804.0,15400000.0,300000.0,26800000.0,7100000.0, Approved
1017,3.0, Not Graduate, No,1600000.0,3900000.0,20.0,804.0,900000.0,2500000.0,3200000.0,800000.0, Approved
1018,1.0, Not Graduate, Yes,2500000.0,6700000.0,2.0,502.0,3400000.0,2600000.0,9400000.0,1400000.0, Rejected
1019,0.0, Graduate, No,9500000.0,22600000.0,6.0,861.0,24700000.0,13200000.0,29000000.0,5600000.0, Approved
1020,2.0, Not Graduate, Yes,3000000.0,7800000.0,14.0,555.0,6600000.0,2700000.0,9600000.0,1700000.0, Approved
1021,0.0, Not Graduate, No,5100000.0,13600000.0,18.0,351.0,1700000.0,3700000.0,14400000.0,7600000.0, Rejected
1022,2.0, Not Graduate, Yes,7600000.0,23600000.0,6.0,358.0,20200000.0,2900000.0,22100000.0,10900000.0, Rejected
1023,5.0, Graduate, No,8800000.0,18800000.0,14.0,836.0,17300000.0,10100000.0,32700000.0,5400000.0, Approved
1024,4.0, Not Graduate, Yes,1100000.0,2900000.0,4.0,554.0,2800000.0,1000000.0,4100000.0,1600000.0, Approved
1025,3.0, Graduate, No,8700000.0,30500000.0,2.0,443.0,11800000.0,1800000.0,24600000.0,8100000.0, Approved
1026,5.0, Not Graduate, No,6100000.0,23600000.0,4.0,725.0,17400000.0,5100000.0,15600000.0,4800000.0, Approved
1027,2.0, Not Graduate, Yes,1900000.0,7000000.0,14.0,818.0,4800000.0,3500000.0,4500000.0,2100000.0, Approved
1028,1.0, Not Graduate, No,9900000.0,38700000.0,6.0,670.0,19400000.0,12600000.0,35800000.0,6500000.0, Approved
1029,0.0, Graduate, No,5800000.0,21100000.0,6.0,414.0,7900000.0,2400000.0,16000000.0,5600000.0, Rejected
1030,2.0, Not Graduate, Yes,9500000.0,37000000.0,8.0,887.0,21800000.0,18300000.0,19200000.0,11700000.0, Approved
1031,3.0, Graduate, Yes,7900000.0,26600000.0,12.0,409.0,17100000.0,1400000.0,22500000.0,8700000.0, Rejected
1032,1.0, Not Graduate, Yes,1300000.0,4500000.0,14.0,679.0,2700000.0,2100000.0,3700000.0,1600000.0, Approved
1033,4.0, Graduate, Yes,700000.0,2600000.0,18.0,478.0,600000.0,600000.0,2100000.0,300000.0, Rejected
1034,3.0, Graduate, No,600000.0,1200000.0,2.0,752.0,1100000.0,500000.0,2300000.0,700000.0, Approved
1035,0.0, Graduate, No,9400000.0,33000000.0,4.0,616.0,15400000.0,5000000.0,25100000.0,7800000.0, Approved
1036,2.0, Not Graduate, Yes,3800000.0,12500000.0,14.0,842.0,3700000.0,6700000.0,14600000.0,5300000.0, Approved
1037,3.0, Graduate, Yes,7800000.0,26300000.0,20.0,840.0,1200000.0,11300000.0,24100000.0,5300000.0, Approved
1038,3.0, Graduate, Yes,7800000.0,27700000.0,6.0,430.0,2000000.0,8000000.0,26100000.0,5300000.0, Rejected
1039,4.0, Not Graduate, No,2700000.0,7000000.0,4.0,351.0,1100000.0,2300000.0,8300000.0,2700000.0, Rejected
1040,5.0, Not Graduate, No,600000.0,2300000.0,4.0,347.0,0.0,0.0,1900000.0,200000.0, Rejected
1041,3.0, Not Graduate, Yes,8000000.0,28800000.0,10.0,576.0,18800000.0,7500000.0,16300000.0,11900000.0, Approved
1042,0.0, Not Graduate, Yes,4000000.0,11000000.0,8.0,799.0,4400000.0,6100000.0,14700000.0,4200000.0, Approved
1043,1.0, Not Graduate, Yes,3300000.0,10800000.0,2.0,550.0,6000000.0,3800000.0,11000000.0,4700000.0, Approved
1044,2.0, Graduate, No,5800000.0,13300000.0,4.0,878.0,8400000.0,5400000.0,18600000.0,4500000.0, Approved
1045,3.0, Graduate, Yes,2400000.0,4800000.0,12.0,895.0,6800000.0,300000.0,7300000.0,3300000.0, Approved
1046,4.0, Not Graduate, No,7600000.0,29700000.0,6.0,603.0,3200000.0,2900000.0,27800000.0,11000000.0, Approved
1047,2.0, Not Graduate, Yes,2500000.0,6900000.0,12.0,325.0,5800000.0,1600000.0,6400000.0,3600000.0, Rejected
1048,2.0, Graduate, No,3300000.0,11800000.0,4.0,393.0,5700000.0,3700000.0,6800000.0,2600000.0, Approved
